date,city,zone,population,temperature,rainfall,water_demand_mld
2023-08-16,Chennai,ALL,5000000,28.41,1.41,820.0
2023-08-16,Chennai,North,1500000,28.41,1.41,246.0
2023-08-16,Chennai,Central,1750000,28.41,1.41,287.0
2023-08-16,Chennai,South,1750000,28.41,1.41,287.0
2023-08-17,Chennai,ALL,5000000,29.68,0.93,820.0
2023-08-17,Chennai,North,1500000,29.68,0.93,246.0
2023-08-17,Chennai,Central,1750000,29.68,0.93,287.0
2023-08-17,Chennai,South,1750000,29.68,0.93,287.0
2023-08-18,Chennai,ALL,5000000,28.34,0.6,820.0
2023-08-18,Chennai,North,1500000,28.34,0.6,246.0
2023-08-18,Chennai,Central,1750000,28.34,0.6,287.0
2023-08-18,Chennai,South,1750000,28.34,0.6,287.0
2023-08-19,Chennai,ALL,5000000,35.89,3.07,861.0
2023-08-19,Chennai,North,1500000,35.89,3.07,258.3
2023-08-19,Chennai,Central,1750000,35.89,3.07,301.35
2023-08-19,Chennai,South,1750000,35.89,3.07,301.35
2023-08-20,Chennai,ALL,5000000,27.9,3.43,820.0
2023-08-20,Chennai,North,1500000,27.9,3.43,246.0
2023-08-20,Chennai,Central,1750000,27.9,3.43,287.0
2023-08-20,Chennai,South,1750000,27.9,3.43,287.0
2023-08-21,Chennai,ALL,5000000,29.66,2.56,820.0
2023-08-21,Chennai,North,1500000,29.66,2.56,246.0
2023-08-21,Chennai,Central,1750000,29.66,2.56,287.0
2023-08-21,Chennai,South,1750000,29.66,2.56,287.0
2023-08-22,Chennai,ALL,5000000,31.84,4.52,820.0
2023-08-22,Chennai,North,1500000,31.84,4.52,246.0
2023-08-22,Chennai,Central,1750000,31.84,4.52,287.0
2023-08-22,Chennai,South,1750000,31.84,4.52,287.0
2023-08-23,Chennai,ALL,5000000,28.41,1.85,820.0
2023-08-23,Chennai,North,1500000,28.41,1.85,246.0
2023-08-23,Chennai,Central,1750000,28.41,1.85,287.0
2023-08-23,Chennai,South,1750000,28.41,1.85,287.0
2023-08-24,Chennai,ALL,5000000,29.17,0.0,820.0
2023-08-24,Chennai,North,1500000,29.17,0.0,246.0
2023-08-24,Chennai,Central,1750000,29.17,0.0,287.0
2023-08-24,Chennai,South,1750000,29.17,0.0,287.0
2023-08-25,Chennai,ALL,5000000,25.45,5.73,820.0
2023-08-25,Chennai,North,1500000,25.45,5.73,246.0
2023-08-25,Chennai,Central,1750000,25.45,5.73,287.0
2023-08-25,Chennai,South,1750000,25.45,5.73,287.0
2023-08-26,Chennai,ALL,5000000,34.93,2.5,861.0
2023-08-26,Chennai,North,1500000,34.93,2.5,258.3
2023-08-26,Chennai,Central,1750000,34.93,2.5,301.35
2023-08-26,Chennai,South,1750000,34.93,2.5,301.35
2023-08-27,Chennai,ALL,5000000,31.73,3.62,820.0
2023-08-27,Chennai,North,1500000,31.73,3.62,246.0
2023-08-27,Chennai,Central,1750000,31.73,3.62,287.0
2023-08-27,Chennai,South,1750000,31.73,3.62,287.0
2023-08-28,Chennai,ALL,5000000,39.24,5.24,861.0
2023-08-28,Chennai,North,1500000,39.24,5.24,258.3
2023-08-28,Chennai,Central,1750000,39.24,5.24,301.35
2023-08-28,Chennai,South,1750000,39.24,5.24,301.35
2023-08-29,Chennai,ALL,5000000,29.62,1.09,820.0
2023-08-29,Chennai,North,1500000,29.62,1.09,246.0
2023-08-29,Chennai,Central,1750000,29.62,1.09,287.0
2023-08-29,Chennai,South,1750000,29.62,1.09,287.0
2023-08-30,Chennai,ALL,5000000,25.18,3.41,820.0
2023-08-30,Chennai,North,1500000,25.18,3.41,246.0
2023-08-30,Chennai,Central,1750000,25.18,3.41,287.0
2023-08-30,Chennai,South,1750000,25.18,3.41,287.0
2023-08-31,Chennai,ALL,5000000,27.73,0.16,820.0
2023-08-31,Chennai,North,1500000,27.73,0.16,246.0
2023-08-31,Chennai,Central,1750000,27.73,0.16,287.0
2023-08-31,Chennai,South,1750000,27.73,0.16,287.0
2023-09-01,Chennai,ALL,5000000,28.06,0.84,820.0
2023-09-01,Chennai,North,1500000,28.06,0.84,246.0
2023-09-01,Chennai,Central,1750000,28.06,0.84,287.0
2023-09-01,Chennai,South,1750000,28.06,0.84,287.0
2023-09-02,Chennai,ALL,5000000,35.06,4.76,861.0
2023-09-02,Chennai,North,1500000,35.06,4.76,258.3
2023-09-02,Chennai,Central,1750000,35.06,4.76,301.35
2023-09-02,Chennai,South,1750000,35.06,4.76,301.35
2023-09-03,Chennai,ALL,5000000,29.98,5.96,820.0
2023-09-03,Chennai,North,1500000,29.98,5.96,246.0
2023-09-03,Chennai,Central,1750000,29.98,5.96,287.0
2023-09-03,Chennai,South,1750000,29.98,5.96,287.0
2023-09-04,Chennai,ALL,5000000,30.23,1.28,820.0
2023-09-04,Chennai,North,1500000,30.23,1.28,246.0
2023-09-04,Chennai,Central,1750000,30.23,1.28,287.0
2023-09-04,Chennai,South,1750000,30.23,1.28,287.0
2023-09-05,Chennai,ALL,5000000,34.57,4.08,861.0
2023-09-05,Chennai,North,1500000,34.57,4.08,258.3
2023-09-05,Chennai,Central,1750000,34.57,4.08,301.35
2023-09-05,Chennai,South,1750000,34.57,4.08,301.35
2023-09-06,Chennai,ALL,5000000,26.89,2.62,820.0
2023-09-06,Chennai,North,1500000,26.89,2.62,246.0
2023-09-06,Chennai,Central,1750000,26.89,2.62,287.0
2023-09-06,Chennai,South,1750000,26.89,2.62,287.0
2023-09-07,Chennai,ALL,5000000,27.37,0.23,820.0
2023-09-07,Chennai,North,1500000,27.37,0.23,246.0
2023-09-07,Chennai,Central,1750000,27.37,0.23,287.0
2023-09-07,Chennai,South,1750000,27.37,0.23,287.0
2023-09-08,Chennai,ALL,5000000,32.78,6.82,861.0
2023-09-08,Chennai,North,1500000,32.78,6.82,258.3
2023-09-08,Chennai,Central,1750000,32.78,6.82,301.35
2023-09-08,Chennai,South,1750000,32.78,6.82,301.35
2023-09-09,Chennai,ALL,5000000,25.8,4.13,820.0
2023-09-09,Chennai,North,1500000,25.8,4.13,246.0
2023-09-09,Chennai,Central,1750000,25.8,4.13,287.0
2023-09-09,Chennai,South,1750000,25.8,4.13,287.0
2023-09-10,Chennai,ALL,5000000,28.05,2.03,820.0
2023-09-10,Chennai,North,1500000,28.05,2.03,246.0
2023-09-10,Chennai,Central,1750000,28.05,2.03,287.0
2023-09-10,Chennai,South,1750000,28.05,2.03,287.0
2023-09-11,Chennai,ALL,5000000,28.22,1.27,820.0
2023-09-11,Chennai,North,1500000,28.22,1.27,246.0
2023-09-11,Chennai,Central,1750000,28.22,1.27,287.0
2023-09-11,Chennai,South,1750000,28.22,1.27,287.0
2023-09-12,Chennai,ALL,5000000,30.15,1.34,820.0
2023-09-12,Chennai,North,1500000,30.15,1.34,246.0
2023-09-12,Chennai,Central,1750000,30.15,1.34,287.0
2023-09-12,Chennai,South,1750000,30.15,1.34,287.0
2023-09-13,Chennai,ALL,5000000,30.81,2.9,820.0
2023-09-13,Chennai,North,1500000,30.81,2.9,246.0
2023-09-13,Chennai,Central,1750000,30.81,2.9,287.0
2023-09-13,Chennai,South,1750000,30.81,2.9,287.0
2023-09-14,Chennai,ALL,5000000,29.28,1.18,820.0
2023-09-14,Chennai,North,1500000,29.28,1.18,246.0
2023-09-14,Chennai,Central,1750000,29.28,1.18,287.0
2023-09-14,Chennai,South,1750000,29.28,1.18,287.0
2023-09-15,Chennai,ALL,5000000,28.27,4.51,820.0
2023-09-15,Chennai,North,1500000,28.27,4.51,246.0
2023-09-15,Chennai,Central,1750000,28.27,4.51,287.0
2023-09-15,Chennai,South,1750000,28.27,4.51,287.0
2023-09-16,Chennai,ALL,5000000,31.5,1.04,820.0
2023-09-16,Chennai,North,1500000,31.5,1.04,246.0
2023-09-16,Chennai,Central,1750000,31.5,1.04,287.0
2023-09-16,Chennai,South,1750000,31.5,1.04,287.0
2023-09-17,Chennai,ALL,5000000,30.3,4.5,820.0
2023-09-17,Chennai,North,1500000,30.3,4.5,246.0
2023-09-17,Chennai,Central,1750000,30.3,4.5,287.0
2023-09-17,Chennai,South,1750000,30.3,4.5,287.0
2023-09-18,Chennai,ALL,5000000,24.99,4.09,820.0
2023-09-18,Chennai,North,1500000,24.99,4.09,246.0
2023-09-18,Chennai,Central,1750000,24.99,4.09,287.0
2023-09-18,Chennai,South,1750000,24.99,4.09,287.0
2023-09-19,Chennai,ALL,5000000,28.01,4.14,820.0
2023-09-19,Chennai,North,1500000,28.01,4.14,246.0
2023-09-19,Chennai,Central,1750000,28.01,4.14,287.0
2023-09-19,Chennai,South,1750000,28.01,4.14,287.0
2023-09-20,Chennai,ALL,5000000,27.71,0.0,820.0
2023-09-20,Chennai,North,1500000,27.71,0.0,246.0
2023-09-20,Chennai,Central,1750000,27.71,0.0,287.0
2023-09-20,Chennai,South,1750000,27.71,0.0,287.0
2023-09-21,Chennai,ALL,5000000,25.12,3.1,820.0
2023-09-21,Chennai,North,1500000,25.12,3.1,246.0
2023-09-21,Chennai,Central,1750000,25.12,3.1,287.0
2023-09-21,Chennai,South,1750000,25.12,3.1,287.0
2023-09-22,Chennai,ALL,5000000,30.78,1.19,820.0
2023-09-22,Chennai,North,1500000,30.78,1.19,246.0
2023-09-22,Chennai,Central,1750000,30.78,1.19,287.0
2023-09-22,Chennai,South,1750000,30.78,1.19,287.0
2023-09-23,Chennai,ALL,5000000,31.92,0.0,820.0
2023-09-23,Chennai,North,1500000,31.92,0.0,246.0
2023-09-23,Chennai,Central,1750000,31.92,0.0,287.0
2023-09-23,Chennai,South,1750000,31.92,0.0,287.0
2023-09-24,Chennai,ALL,5000000,29.8,0.58,820.0
2023-09-24,Chennai,North,1500000,29.8,0.58,246.0
2023-09-24,Chennai,Central,1750000,29.8,0.58,287.0
2023-09-24,Chennai,South,1750000,29.8,0.58,287.0
2023-09-25,Chennai,ALL,5000000,28.04,3.09,820.0
2023-09-25,Chennai,North,1500000,28.04,3.09,246.0
2023-09-25,Chennai,Central,1750000,28.04,3.09,287.0
2023-09-25,Chennai,South,1750000,28.04,3.09,287.0
2023-09-26,Chennai,ALL,5000000,27.42,2.23,820.0
2023-09-26,Chennai,North,1500000,27.42,2.23,246.0
2023-09-26,Chennai,Central,1750000,27.42,2.23,287.0
2023-09-26,Chennai,South,1750000,27.42,2.23,287.0
2023-09-27,Chennai,ALL,5000000,33.02,1.85,861.0
2023-09-27,Chennai,North,1500000,33.02,1.85,258.3
2023-09-27,Chennai,Central,1750000,33.02,1.85,301.35
2023-09-27,Chennai,South,1750000,33.02,1.85,301.35
2023-09-28,Chennai,ALL,5000000,32.51,0.74,861.0
2023-09-28,Chennai,North,1500000,32.51,0.74,258.3
2023-09-28,Chennai,Central,1750000,32.51,0.74,301.35
2023-09-28,Chennai,South,1750000,32.51,0.74,301.35
2023-09-29,Chennai,ALL,5000000,31.59,5.88,820.0
2023-09-29,Chennai,North,1500000,31.59,5.88,246.0
2023-09-29,Chennai,Central,1750000,31.59,5.88,287.0
2023-09-29,Chennai,South,1750000,31.59,5.88,287.0
2023-09-30,Chennai,ALL,5000000,22.59,1.41,820.0
2023-09-30,Chennai,North,1500000,22.59,1.41,246.0
2023-09-30,Chennai,Central,1750000,22.59,1.41,287.0
2023-09-30,Chennai,South,1750000,22.59,1.41,287.0
2023-10-01,Chennai,ALL,5000000,31.73,2.59,820.0
2023-10-01,Chennai,North,1500000,31.73,2.59,246.0
2023-10-01,Chennai,Central,1750000,31.73,2.59,287.0
2023-10-01,Chennai,South,1750000,31.73,2.59,287.0
2023-10-02,Chennai,ALL,5000000,31.11,1.79,820.0
2023-10-02,Chennai,North,1500000,31.11,1.79,246.0
2023-10-02,Chennai,Central,1750000,31.11,1.79,287.0
2023-10-02,Chennai,South,1750000,31.11,1.79,287.0
2023-10-03,Chennai,ALL,5000000,30.26,2.69,820.0
2023-10-03,Chennai,North,1500000,30.26,2.69,246.0
2023-10-03,Chennai,Central,1750000,30.26,2.69,287.0
2023-10-03,Chennai,South,1750000,30.26,2.69,287.0
2023-10-04,Chennai,ALL,5000000,33.5,3.51,861.0
2023-10-04,Chennai,North,1500000,33.5,3.51,258.3
2023-10-04,Chennai,Central,1750000,33.5,3.51,301.35
2023-10-04,Chennai,South,1750000,33.5,3.51,301.35
2023-10-05,Chennai,ALL,5000000,31.01,2.18,820.0
2023-10-05,Chennai,North,1500000,31.01,2.18,246.0
2023-10-05,Chennai,Central,1750000,31.01,2.18,287.0
2023-10-05,Chennai,South,1750000,31.01,2.18,287.0
2023-10-06,Chennai,ALL,5000000,28.54,2.13,820.0
2023-10-06,Chennai,North,1500000,28.54,2.13,246.0
2023-10-06,Chennai,Central,1750000,28.54,2.13,287.0
2023-10-06,Chennai,South,1750000,28.54,2.13,287.0
2023-10-07,Chennai,ALL,5000000,31.18,2.16,820.0
2023-10-07,Chennai,North,1500000,31.18,2.16,246.0
2023-10-07,Chennai,Central,1750000,31.18,2.16,287.0
2023-10-07,Chennai,South,1750000,31.18,2.16,287.0
2023-10-08,Chennai,ALL,5000000,30.87,7.15,779.0
2023-10-08,Chennai,North,1500000,30.87,7.15,233.7
2023-10-08,Chennai,Central,1750000,30.87,7.15,272.65
2023-10-08,Chennai,South,1750000,30.87,7.15,272.65
2023-10-09,Chennai,ALL,5000000,32.61,2.35,861.0
2023-10-09,Chennai,North,1500000,32.61,2.35,258.3
2023-10-09,Chennai,Central,1750000,32.61,2.35,301.35
2023-10-09,Chennai,South,1750000,32.61,2.35,301.35
2023-10-10,Chennai,ALL,5000000,33.6,2.18,861.0
2023-10-10,Chennai,North,1500000,33.6,2.18,258.3
2023-10-10,Chennai,Central,1750000,33.6,2.18,301.35
2023-10-10,Chennai,South,1750000,33.6,2.18,301.35
2023-10-11,Chennai,ALL,5000000,23.89,0.98,820.0
2023-10-11,Chennai,North,1500000,23.89,0.98,246.0
2023-10-11,Chennai,Central,1750000,23.89,0.98,287.0
2023-10-11,Chennai,South,1750000,23.89,0.98,287.0
2023-10-12,Chennai,ALL,5000000,24.39,2.3,820.0
2023-10-12,Chennai,North,1500000,24.39,2.3,246.0
2023-10-12,Chennai,Central,1750000,24.39,2.3,287.0
2023-10-12,Chennai,South,1750000,24.39,2.3,287.0
2023-10-13,Chennai,ALL,5000000,30.06,6.35,779.0
2023-10-13,Chennai,North,1500000,30.06,6.35,233.7
2023-10-13,Chennai,Central,1750000,30.06,6.35,272.65
2023-10-13,Chennai,South,1750000,30.06,6.35,272.65
2023-10-14,Chennai,ALL,5000000,30.98,2.56,820.0
2023-10-14,Chennai,North,1500000,30.98,2.56,246.0
2023-10-14,Chennai,Central,1750000,30.98,2.56,287.0
2023-10-14,Chennai,South,1750000,30.98,2.56,287.0
2023-10-15,Chennai,ALL,5000000,32.49,0.0,861.0
2023-10-15,Chennai,North,1500000,32.49,0.0,258.3
2023-10-15,Chennai,Central,1750000,32.49,0.0,301.35
2023-10-15,Chennai,South,1750000,32.49,0.0,301.35
2023-10-16,Chennai,ALL,5000000,30.71,4.54,820.0
2023-10-16,Chennai,North,1500000,30.71,4.54,246.0
2023-10-16,Chennai,Central,1750000,30.71,4.54,287.0
2023-10-16,Chennai,South,1750000,30.71,4.54,287.0
2023-10-17,Chennai,ALL,5000000,25.56,5.29,820.0
2023-10-17,Chennai,North,1500000,25.56,5.29,246.0
2023-10-17,Chennai,Central,1750000,25.56,5.29,287.0
2023-10-17,Chennai,South,1750000,25.56,5.29,287.0
2023-10-18,Chennai,ALL,5000000,31.02,2.17,820.0
2023-10-18,Chennai,North,1500000,31.02,2.17,246.0
2023-10-18,Chennai,Central,1750000,31.02,2.17,287.0
2023-10-18,Chennai,South,1750000,31.02,2.17,287.0
2023-10-19,Chennai,ALL,5000000,31.9,7.54,779.0
2023-10-19,Chennai,North,1500000,31.9,7.54,233.7
2023-10-19,Chennai,Central,1750000,31.9,7.54,272.65
2023-10-19,Chennai,South,1750000,31.9,7.54,272.65
2023-10-20,Chennai,ALL,5000000,30.55,3.5,820.0
2023-10-20,Chennai,North,1500000,30.55,3.5,246.0
2023-10-20,Chennai,Central,1750000,30.55,3.5,287.0
2023-10-20,Chennai,South,1750000,30.55,3.5,287.0
2023-10-21,Chennai,ALL,5000000,28.62,1.3,820.0
2023-10-21,Chennai,North,1500000,28.62,1.3,246.0
2023-10-21,Chennai,Central,1750000,28.62,1.3,287.0
2023-10-21,Chennai,South,1750000,28.62,1.3,287.0
2023-10-22,Chennai,ALL,5000000,32.49,1.29,861.0
2023-10-22,Chennai,North,1500000,32.49,1.29,258.3
2023-10-22,Chennai,Central,1750000,32.49,1.29,301.35
2023-10-22,Chennai,South,1750000,32.49,1.29,301.35
2023-10-23,Chennai,ALL,5000000,30.21,2.04,820.0
2023-10-23,Chennai,North,1500000,30.21,2.04,246.0
2023-10-23,Chennai,Central,1750000,30.21,2.04,287.0
2023-10-23,Chennai,South,1750000,30.21,2.04,287.0
2023-10-24,Chennai,ALL,5000000,31.44,3.67,820.0
2023-10-24,Chennai,North,1500000,31.44,3.67,246.0
2023-10-24,Chennai,Central,1750000,31.44,3.67,287.0
2023-10-24,Chennai,South,1750000,31.44,3.67,287.0
2023-10-25,Chennai,ALL,5000000,33.11,1.98,861.0
2023-10-25,Chennai,North,1500000,33.11,1.98,258.3
2023-10-25,Chennai,Central,1750000,33.11,1.98,301.35
2023-10-25,Chennai,South,1750000,33.11,1.98,301.35
2023-10-26,Chennai,ALL,5000000,29.19,1.04,820.0
2023-10-26,Chennai,North,1500000,29.19,1.04,246.0
2023-10-26,Chennai,Central,1750000,29.19,1.04,287.0
2023-10-26,Chennai,South,1750000,29.19,1.04,287.0
2023-10-27,Chennai,ALL,5000000,28.67,3.75,820.0
2023-10-27,Chennai,North,1500000,28.67,3.75,246.0
2023-10-27,Chennai,Central,1750000,28.67,3.75,287.0
2023-10-27,Chennai,South,1750000,28.67,3.75,287.0
2023-10-28,Chennai,ALL,5000000,32.27,1.16,861.0
2023-10-28,Chennai,North,1500000,32.27,1.16,258.3
2023-10-28,Chennai,Central,1750000,32.27,1.16,301.35
2023-10-28,Chennai,South,1750000,32.27,1.16,301.35
2023-10-29,Chennai,ALL,5000000,32.61,5.71,861.0
2023-10-29,Chennai,North,1500000,32.61,5.71,258.3
2023-10-29,Chennai,Central,1750000,32.61,5.71,301.35
2023-10-29,Chennai,South,1750000,32.61,5.71,301.35
2023-10-30,Chennai,ALL,5000000,31.24,6.75,779.0
2023-10-30,Chennai,North,1500000,31.24,6.75,233.7
2023-10-30,Chennai,Central,1750000,31.24,6.75,272.65
2023-10-30,Chennai,South,1750000,31.24,6.75,272.65
2023-10-31,Chennai,ALL,5000000,27.68,0.51,820.0
2023-10-31,Chennai,North,1500000,27.68,0.51,246.0
2023-10-31,Chennai,Central,1750000,27.68,0.51,287.0
2023-10-31,Chennai,South,1750000,27.68,0.51,287.0
2023-11-01,Chennai,ALL,5000000,24.66,5.99,820.0
2023-11-01,Chennai,North,1500000,24.66,5.99,246.0
2023-11-01,Chennai,Central,1750000,24.66,5.99,287.0
2023-11-01,Chennai,South,1750000,24.66,5.99,287.0
2023-11-02,Chennai,ALL,5000000,31.96,2.89,820.0
2023-11-02,Chennai,North,1500000,31.96,2.89,246.0
2023-11-02,Chennai,Central,1750000,31.96,2.89,287.0
2023-11-02,Chennai,South,1750000,31.96,2.89,287.0
2023-11-03,Chennai,ALL,5000000,30.84,0.75,820.0
2023-11-03,Chennai,North,1500000,30.84,0.75,246.0
2023-11-03,Chennai,Central,1750000,30.84,0.75,287.0
2023-11-03,Chennai,South,1750000,30.84,0.75,287.0
2023-11-04,Chennai,ALL,5000000,37.34,3.26,861.0
2023-11-04,Chennai,North,1500000,37.34,3.26,258.3
2023-11-04,Chennai,Central,1750000,37.34,3.26,301.35
2023-11-04,Chennai,South,1750000,37.34,3.26,301.35
2023-11-05,Chennai,ALL,5000000,30.33,4.45,820.0
2023-11-05,Chennai,North,1500000,30.33,4.45,246.0
2023-11-05,Chennai,Central,1750000,30.33,4.45,287.0
2023-11-05,Chennai,South,1750000,30.33,4.45,287.0
2023-11-06,Chennai,ALL,5000000,31.44,3.45,820.0
2023-11-06,Chennai,North,1500000,31.44,3.45,246.0
2023-11-06,Chennai,Central,1750000,31.44,3.45,287.0
2023-11-06,Chennai,South,1750000,31.44,3.45,287.0
2023-11-07,Chennai,ALL,5000000,27.63,3.94,820.0
2023-11-07,Chennai,North,1500000,27.63,3.94,246.0
2023-11-07,Chennai,Central,1750000,27.63,3.94,287.0
2023-11-07,Chennai,South,1750000,27.63,3.94,287.0
2023-11-08,Chennai,ALL,5000000,35.65,5.69,861.0
2023-11-08,Chennai,North,1500000,35.65,5.69,258.3
2023-11-08,Chennai,Central,1750000,35.65,5.69,301.35
2023-11-08,Chennai,South,1750000,35.65,5.69,301.35
2023-11-09,Chennai,ALL,5000000,34.78,1.98,861.0
2023-11-09,Chennai,North,1500000,34.78,1.98,258.3
2023-11-09,Chennai,Central,1750000,34.78,1.98,301.35
2023-11-09,Chennai,South,1750000,34.78,1.98,301.35
2023-11-10,Chennai,ALL,5000000,27.03,2.75,820.0
2023-11-10,Chennai,North,1500000,27.03,2.75,246.0
2023-11-10,Chennai,Central,1750000,27.03,2.75,287.0
2023-11-10,Chennai,South,1750000,27.03,2.75,287.0
2023-11-11,Chennai,ALL,5000000,30.17,5.19,820.0
2023-11-11,Chennai,North,1500000,30.17,5.19,246.0
2023-11-11,Chennai,Central,1750000,30.17,5.19,287.0
2023-11-11,Chennai,South,1750000,30.17,5.19,287.0
2023-11-12,Chennai,ALL,5000000,24.92,6.06,779.0
2023-11-12,Chennai,North,1500000,24.92,6.06,233.7
2023-11-12,Chennai,Central,1750000,24.92,6.06,272.65
2023-11-12,Chennai,South,1750000,24.92,6.06,272.65
2023-11-13,Chennai,ALL,5000000,29.53,2.15,820.0
2023-11-13,Chennai,North,1500000,29.53,2.15,246.0
2023-11-13,Chennai,Central,1750000,29.53,2.15,287.0
2023-11-13,Chennai,South,1750000,29.53,2.15,287.0
2023-11-14,Chennai,ALL,5000000,26.96,0.0,820.0
2023-11-14,Chennai,North,1500000,26.96,0.0,246.0
2023-11-14,Chennai,Central,1750000,26.96,0.0,287.0
2023-11-14,Chennai,South,1750000,26.96,0.0,287.0
2023-11-15,Chennai,ALL,5000000,32.47,3.15,861.0
2023-11-15,Chennai,North,1500000,32.47,3.15,258.3
2023-11-15,Chennai,Central,1750000,32.47,3.15,301.35
2023-11-15,Chennai,South,1750000,32.47,3.15,301.35
2023-11-16,Chennai,ALL,5000000,26.13,0.41,820.0
2023-11-16,Chennai,North,1500000,26.13,0.41,246.0
2023-11-16,Chennai,Central,1750000,26.13,0.41,287.0
2023-11-16,Chennai,South,1750000,26.13,0.41,287.0
2023-11-17,Chennai,ALL,5000000,28.99,6.34,779.0
2023-11-17,Chennai,North,1500000,28.99,6.34,233.7
2023-11-17,Chennai,Central,1750000,28.99,6.34,272.65
2023-11-17,Chennai,South,1750000,28.99,6.34,272.65
2023-11-18,Chennai,ALL,5000000,29.22,0.0,820.0
2023-11-18,Chennai,North,1500000,29.22,0.0,246.0
2023-11-18,Chennai,Central,1750000,29.22,0.0,287.0
2023-11-18,Chennai,South,1750000,29.22,0.0,287.0
2023-11-19,Chennai,ALL,5000000,29.26,2.45,820.0
2023-11-19,Chennai,North,1500000,29.26,2.45,246.0
2023-11-19,Chennai,Central,1750000,29.26,2.45,287.0
2023-11-19,Chennai,South,1750000,29.26,2.45,287.0
2023-11-20,Chennai,ALL,5000000,21.91,2.89,820.0
2023-11-20,Chennai,North,1500000,21.91,2.89,246.0
2023-11-20,Chennai,Central,1750000,21.91,2.89,287.0
2023-11-20,Chennai,South,1750000,21.91,2.89,287.0
2023-11-21,Chennai,ALL,5000000,29.31,4.39,820.0
2023-11-21,Chennai,North,1500000,29.31,4.39,246.0
2023-11-21,Chennai,Central,1750000,29.31,4.39,287.0
2023-11-21,Chennai,South,1750000,29.31,4.39,287.0
2023-11-22,Chennai,ALL,5000000,35.55,5.25,861.0
2023-11-22,Chennai,North,1500000,35.55,5.25,258.3
2023-11-22,Chennai,Central,1750000,35.55,5.25,301.35
2023-11-22,Chennai,South,1750000,35.55,5.25,301.35
2023-11-23,Chennai,ALL,5000000,29.19,0.79,820.0
2023-11-23,Chennai,North,1500000,29.19,0.79,246.0
2023-11-23,Chennai,Central,1750000,29.19,0.79,287.0
2023-11-23,Chennai,South,1750000,29.19,0.79,287.0
2023-11-24,Chennai,ALL,5000000,37.72,3.12,861.0
2023-11-24,Chennai,North,1500000,37.72,3.12,258.3
2023-11-24,Chennai,Central,1750000,37.72,3.12,301.35
2023-11-24,Chennai,South,1750000,37.72,3.12,301.35
2023-11-25,Chennai,ALL,5000000,30.04,2.95,820.0
2023-11-25,Chennai,North,1500000,30.04,2.95,246.0
2023-11-25,Chennai,Central,1750000,30.04,2.95,287.0
2023-11-25,Chennai,South,1750000,30.04,2.95,287.0
2023-11-26,Chennai,ALL,5000000,30.59,2.71,820.0
2023-11-26,Chennai,North,1500000,30.59,2.71,246.0
2023-11-26,Chennai,Central,1750000,30.59,2.71,287.0
2023-11-26,Chennai,South,1750000,30.59,2.71,287.0
2023-11-27,Chennai,ALL,5000000,28.28,1.91,820.0
2023-11-27,Chennai,North,1500000,28.28,1.91,246.0
2023-11-27,Chennai,Central,1750000,28.28,1.91,287.0
2023-11-27,Chennai,South,1750000,28.28,1.91,287.0
2023-11-28,Chennai,ALL,5000000,29.9,1.91,820.0
2023-11-28,Chennai,North,1500000,29.9,1.91,246.0
2023-11-28,Chennai,Central,1750000,29.9,1.91,287.0
2023-11-28,Chennai,South,1750000,29.9,1.91,287.0
2023-11-29,Chennai,ALL,5000000,27.86,3.21,820.0
2023-11-29,Chennai,North,1500000,27.86,3.21,246.0
2023-11-29,Chennai,Central,1750000,27.86,3.21,287.0
2023-11-29,Chennai,South,1750000,27.86,3.21,287.0
2023-11-30,Chennai,ALL,5000000,29.24,6.01,779.0
2023-11-30,Chennai,North,1500000,29.24,6.01,233.7
2023-11-30,Chennai,Central,1750000,29.24,6.01,272.65
2023-11-30,Chennai,South,1750000,29.24,6.01,272.65
2023-12-01,Chennai,ALL,5000000,22.05,5.18,820.0
2023-12-01,Chennai,North,1500000,22.05,5.18,246.0
2023-12-01,Chennai,Central,1750000,22.05,5.18,287.0
2023-12-01,Chennai,South,1750000,22.05,5.18,287.0
2023-12-02,Chennai,ALL,5000000,33.74,0.0,861.0
2023-12-02,Chennai,North,1500000,33.74,0.0,258.3
2023-12-02,Chennai,Central,1750000,33.74,0.0,301.35
2023-12-02,Chennai,South,1750000,33.74,0.0,301.35
2023-12-03,Chennai,ALL,5000000,28.97,2.26,820.0
2023-12-03,Chennai,North,1500000,28.97,2.26,246.0
2023-12-03,Chennai,Central,1750000,28.97,2.26,287.0
2023-12-03,Chennai,South,1750000,28.97,2.26,287.0
2023-12-04,Chennai,ALL,5000000,25.78,1.44,820.0
2023-12-04,Chennai,North,1500000,25.78,1.44,246.0
2023-12-04,Chennai,Central,1750000,25.78,1.44,287.0
2023-12-04,Chennai,South,1750000,25.78,1.44,287.0
2023-12-05,Chennai,ALL,5000000,26.67,6.5,779.0
2023-12-05,Chennai,North,1500000,26.67,6.5,233.7
2023-12-05,Chennai,Central,1750000,26.67,6.5,272.65
2023-12-05,Chennai,South,1750000,26.67,6.5,272.65
2023-12-06,Chennai,ALL,5000000,32.81,5.54,861.0
2023-12-06,Chennai,North,1500000,32.81,5.54,258.3
2023-12-06,Chennai,Central,1750000,32.81,5.54,301.35
2023-12-06,Chennai,South,1750000,32.81,5.54,301.35
2023-12-07,Chennai,ALL,5000000,32.17,0.74,861.0
2023-12-07,Chennai,North,1500000,32.17,0.74,258.3
